V4_0,calendar-years,time,admin-geography,geography,mid-year-pop-age,age,mid-year-pop-sex,sex
2567,2017,2017,E06000004,Stockton-on-Tees,37,37,0,All
1068,2017,2017,E06000003,Redcar and Cleveland,70,70,2,Female
1403,2017,2017,E06000003,Redcar and Cleveland,15,15,0,All
894,2017,2017,E06000003,Redcar and Cleveland,61,61,2,Female
127,2017,2017,E06000003,Redcar and Cleveland,89,89,1,Male
1054,2017,2017,E06000004,Stockton-on-Tees,20,20,2,Female
777,2017,2017,E06000003,Redcar and Cleveland,12,12,1,Male
1804,2017,2017,E06000003,Redcar and Cleveland,68,68,0,All
1254,2017,2017,E06000004,Stockton-on-Tees,24,24,1,Male
655,2017,2017,E06000004,Stockton-on-Tees,75,75,1,Male
1051,2017,2017,E06000004,Stockton-on-Tees,68,68,1,Male
1132,2017,2017,E06000004,Stockton-on-Tees,61,61,1,Male
821,2017,2017,E06000003,Redcar and Cleveland,24,24,1,Male
1349,2017,2017,E06000004,Stockton-on-Tees,31,31,1,Male
1319,2017,2017,E06000004,Stockton-on-Tees,23,23,1,Male
561,2017,2017,E06000004,Stockton-on-Tees,79,79,1,Male
1377,2017,2017,E06000004,Stockton-on-Tees,32,32,2,Female
1357,2017,2017,E06000004,Stockton-on-Tees,31,31,2,Female
2308,2017,2017,E06000004,Stockton-on-Tees,1,1,0,All
558,2017,2017,E06000004,Stockton-on-Tees,82,82,2,Female
761,2017,2017,E06000003,Redcar and Cleveland,71,71,1,Male
1042,2017,2017,E06000004,Stockton-on-Tees,21,21,2,Female
861,2017,2017,E06000003,Redcar and Cleveland,4,4,1,Male
683,2017,2017,E06000004,Stockton-on-Tees,74,74,1,Male
1347,2017,2017,E06000004,Stockton-on-Tees,36,36,2,Female
710,2017,2017,E06000003,Redcar and Cleveland,9,9,2,Female
549,2017,2017,E06000004,Stockton-on-Tees,77,77,1,Male
1290,2017,2017,E06000004,Stockton-on-Tees,48,48,1,Male
1319,2017,2017,E06000004,Stockton-on-Tees,5,5,2,Female
1392,2017,2017,E06000004,Stockton-on-Tees,33,33,2,Female
1399,2017,2017,E06000004,Stockton-on-Tees,56,56,2,Female
2446,2017,2017,E06000004,Stockton-on-Tees,23,23,0,All
671,2017,2017,E06000003,Redcar and Cleveland,13,13,2,Female
806,2017,2017,E06000003,Redcar and Cleveland,18,18,1,Male
723,2017,2017,E06000004,Stockton-on-Tees,78,78,2,Female
1443,2017,2017,E06000004,Stockton-on-Tees,52,52,2,Female
1476,2017,2017,E06000004,Stockton-on-Tees,55,55,2,Female
1075,2017,2017,E06000004,Stockton-on-Tees,17,17,2,Female
864,2017,2017,E06000003,Redcar and Cleveland,25,25,2,Female
846,2017,2017,E06000004,Stockton-on-Tees,71,71,1,Male
1232,2017,2017,E06000004,Stockton-on-Tees,38,38,2,Female
1058,2017,2017,E06000004,Stockton-on-Tees,68,68,2,Female
1069,2017,2017,E06000004,Stockton-on-Tees,66,66,2,Female
2507,2017,2017,E06000004,Stockton-on-Tees,34,34,0,All
2194,2017,2017,E06000004,Stockton-on-Tees,14,14,0,All
276,2017,2017,E06000003,Redcar and Cleveland,83,83,1,Male
1269,2017,2017,E06000004,Stockton-on-Tees,58,58,2,Female
1175,2017,2017,E06000004,Stockton-on-Tees,63,63,2,Female
623,2017,2017,E06000003,Redcar and Cleveland,78,78,2,Female
826,2017,2017,E06000004,Stockton-on-Tees,73,73,1,Male
921,2017,2017,E06000004,Stockton-on-Tees,71,71,2,Female
1236,2017,2017,E06000004,Stockton-on-Tees,70,70,2,Female
2098,2017,2017,E06000004,Stockton-on-Tees,67,67,0,All
1217,2017,2017,E06000004,Stockton-on-Tees,79,79,0,All
981,2017,2017,E06000003,Redcar and Cleveland,59,59,2,Female
643,2017,2017,E06000004,Stockton-on-Tees,76,76,2,Female
1424,2017,2017,E06000004,Stockton-on-Tees,50,50,2,Female
2679,2017,2017,E06000004,Stockton-on-Tees,45,45,0,All
2109,2017,2017,E06000004,Stockton-on-Tees,68,68,0,All
1323,2017,2017,E06000004,Stockton-on-Tees,47,47,1,Male
567,2017,2017,E06000003,Redcar and Cleveland,76,76,2,Female
437,2017,2017,E06000004,Stockton-on-Tees,88,88,0,All
1137,2017,2017,E06000004,Stockton-on-Tees,62,62,2,Female
987,2017,2017,E06000004,Stockton-on-Tees,82,82,0,All
1375,2017,2017,E06000004,Stockton-on-Tees,51,51,1,Male
2679,2017,2017,E06000004,Stockton-on-Tees,25,25,0,All
490,2017,2017,E06000004,Stockton-on-Tees,83,83,2,Female
1148,2017,2017,E06000004,Stockton-on-Tees,20,20,1,Male
1366,2017,2017,E06000004,Stockton-on-Tees,6,6,1,Male
1112,2017,2017,E06000004,Stockton-on-Tees,70,70,1,Male
980,2017,2017,E06000004,Stockton-on-Tees,19,19,2,Female
477,2017,2017,E06000004,Stockton-on-Tees,84,84,2,Female
1118,2017,2017,E06000004,Stockton-on-Tees,64,64,1,Male
1498,2017,2017,E06000004,Stockton-on-Tees,51,51,2,Female
797,2017,2017,E06000004,Stockton-on-Tees,72,72,1,Male
840,2017,2017,E06000004,Stockton-on-Tees,72,72,2,Female
610,2017,2017,E06000004,Stockton-on-Tees,80,80,2,Female
238,2017,2017,E06000004,Stockton-on-Tees,89,89,2,Female
136005,2017,2017,E06000003,Redcar and Cleveland,total,Total,0,All
1091,2017,2017,E06000004,Stockton-on-Tees,63,63,1,Male
1309,2017,2017,E06000004,Stockton-on-Tees,56,56,1,Male
815,2017,2017,E06000003,Redcar and Cleveland,66,66,1,Male
774,2017,2017,E06000003,Redcar and Cleveland,73,73,2,Female
1452,2017,2017,E06000004,Stockton-on-Tees,74,74,0,All
1260,2017,2017,E06000004,Stockton-on-Tees,57,57,1,Male
833,2017,2017,E06000003,Redcar and Cleveland,27,27,2,Female
1124,2017,2017,E06000004,Stockton-on-Tees,18,18,2,Female
2295,2017,2017,E06000004,Stockton-on-Tees,61,61,0,All
715,2017,2017,E06000004,Stockton-on-Tees,86,86,0,All
821,2017,2017,E06000003,Redcar and Cleveland,82,82,0,All
828,2017,2017,E06000003,Redcar and Cleveland,65,65,2,Female
769,2017,2017,E06000004,Stockton-on-Tees,74,74,2,Female
2185,2017,2017,E06000004,Stockton-on-Tees,62,62,0,All
567,2017,2017,E06000003,Redcar and Cleveland,79,79,2,Female
1036,2017,2017,E06000004,Stockton-on-Tees,65,65,1,Male
1294,2017,2017,E06000004,Stockton-on-Tees,27,27,2,Female
2836,2017,2017,E06000004,Stockton-on-Tees,50,50,0,All
1051,2017,2017,E06000004,Stockton-on-Tees,81,81,0,All
1321,2017,2017,E06000004,Stockton-on-Tees,78,78,0,All
1248,2017,2017,E06000004,Stockton-on-Tees,60,60,1,Male
1358,2017,2017,E06000004,Stockton-on-Tees,7,7,1,Male
1158,2017,2017,E06000004,Stockton-on-Tees,0,0,1,Male
1194,2017,2017,E06000004,Stockton-on-Tees,43,43,2,Female
759,2017,2017,E06000003,Redcar and Cleveland,65,65,1,Male
1767,2017,2017,E06000004,Stockton-on-Tees,71,71,0,All
833,2017,2017,E06000004,Stockton-on-Tees,83,83,0,All
1395,2017,2017,E06000004,Stockton-on-Tees,52,52,1,Male
1127,2017,2017,E06000004,Stockton-on-Tees,23,23,2,Female
1356,2017,2017,E06000004,Stockton-on-Tees,46,46,2,Female
818,2017,2017,E06000004,Stockton-on-Tees,84,84,0,All
1193,2017,2017,E06000004,Stockton-on-Tees,19,19,1,Male
1091,2017,2017,E06000004,Stockton-on-Tees,13,13,2,Female
1151,2017,2017,E06000004,Stockton-on-Tees,12,12,2,Female
1111,2017,2017,E06000004,Stockton-on-Tees,43,43,1,Male
1527,2017,2017,E06000004,Stockton-on-Tees,54,54,2,Female
670,2017,2017,E06000003,Redcar and Cleveland,19,19,2,Female
1100,2017,2017,E06000004,Stockton-on-Tees,16,16,1,Male
1265,2017,2017,E06000004,Stockton-on-Tees,2,2,1,Male
998,2017,2017,E06000004,Stockton-on-Tees,90+,90+,2,Female
1305,2017,2017,E06000004,Stockton-on-Tees,9,9,2,Female
618,2017,2017,E06000004,Stockton-on-Tees,76,76,1,Male
1382,2017,2017,E06000004,Stockton-on-Tees,48,48,2,Female
429,2017,2017,E06000004,Stockton-on-Tees,82,82,1,Male
1316,2017,2017,E06000004,Stockton-on-Tees,59,59,2,Female
2626,2017,2017,E06000004,Stockton-on-Tees,5,5,0,All
1314,2017,2017,E06000004,Stockton-on-Tees,26,26,1,Male
1208,2017,2017,E06000004,Stockton-on-Tees,34,34,1,Male
1168,2017,2017,E06000004,Stockton-on-Tees,44,44,2,Female
1140,2017,2017,E06000004,Stockton-on-Tees,39,39,2,Female
2479,2017,2017,E06000004,Stockton-on-Tees,10,10,0,All
1310,2017,2017,E06000004,Stockton-on-Tees,27,27,1,Male
1153,2017,2017,E06000004,Stockton-on-Tees,44,44,1,Male
714,2017,2017,E06000004,Stockton-on-Tees,75,75,2,Female
607,2017,2017,E06000004,Stockton-on-Tees,81,81,2,Female
2580,2017,2017,E06000004,Stockton-on-Tees,29,29,0,All
1322,2017,2017,E06000004,Stockton-on-Tees,45,45,1,Male
1122,2017,2017,E06000004,Stockton-on-Tees,38,38,1,Male
254,2017,2017,E06000004,Stockton-on-Tees,88,88,2,Female
2348,2017,2017,E06000004,Stockton-on-Tees,70,70,0,All
1048,2017,2017,E06000004,Stockton-on-Tees,62,62,1,Male
339,2017,2017,E06000004,Stockton-on-Tees,85,85,1,Male
1248,2017,2017,E06000004,Stockton-on-Tees,77,77,0,All
1402,2017,2017,E06000004,Stockton-on-Tees,25,25,1,Male
1243,2017,2017,E06000004,Stockton-on-Tees,29,29,1,Male
1292,2017,2017,E06000004,Stockton-on-Tees,32,32,1,Male
1412,2017,2017,E06000004,Stockton-on-Tees,50,50,1,Male
341,2017,2017,E06000004,Stockton-on-Tees,84,84,1,Male
1279,2017,2017,E06000004,Stockton-on-Tees,60,60,2,Female
